Unnamed: 0,Timestamp,Demand,Solar_Gen,Grid_Buy_Price,Grid_Sell_Price
57,2025-01-03 09:00:00,1642.65,2123.76,5.0,3.0
58,2025-01-03 10:00:00,1472.84,2444.85,5.0,3.0
59,2025-01-03 11:00:00,1129.97,1988.25,5.0,3.0
60,2025-01-03 12:00:00,1008.32,2166.61,5.0,3.0
61,2025-01-03 13:00:00,1028.9,2007.08,5.0,3.0
62,2025-01-03 14:00:00,1034.12,2146.76,5.0,3.0
63,2025-01-03 15:00:00,1069.37,1935.98,5.0,3.0
64,2025-01-03 16:00:00,1683.42,1594.25,5.0,3.0
65,2025-01-03 17:00:00,1816.55,823.3,12.0,3.0
66,2025-01-03 18:00:00,1987.57,0.0,12.0,3.0
67,2025-01-03 19:00:00,1853.4,0.0,12.0,3.0
68,2025-01-03 20:00:00,1866.31,0.0,12.0,3.0
69,2025-01-03 21:00:00,1156.2,0.0,12.0,3.0
70,2025-01-03 22:00:00,1131.67,0.0,5.0,3.0
71,2025-01-03 23:00:00,1006.48,0.0,5.0,3.0
72,2025-01-04 00:00:00,1123.1,0.0,5.0,3.0
73,2025-01-04 01:00:00,1141.96,0.0,5.0,3.0
74,2025-01-04 02:00:00,937.87,0.0,5.0,3.0
75,2025-01-04 03:00:00,1049.59,0.0,5.0,3.0
76,2025-01-04 04:00:00,929.32,0.0,5.0,3.0
77,2025-01-04 05:00:00,1081.5,0.0,5.0,3.0
78,2025-01-04 06:00:00,1476.56,0.0,5.0,3.0
79,2025-01-04 07:00:00,1695.89,878.17,5.0,3.0
80,2025-01-04 08:00:00,1453.6,1295.71,5.0,3.0
81,2025-01-04 09:00:00,1303.53,2163.71,5.0,3.0
82,2025-01-04 10:00:00,1284.17,2288.49,5.0,3.0
83,2025-01-04 11:00:00,992.71,1646.97,5.0,3.0
84,2025-01-04 12:00:00,929.63,1755.34,5.0,3.0
85,2025-01-04 13:00:00,1078.63,1666.13,5.0,3.0
86,2025-01-04 14:00:00,1060.34,2204.81,5.0,3.0
87,2025-01-04 15:00:00,956.87,1858.4,5.0,3.0
88,2025-01-04 16:00:00,1304.52,1455.66,5.0,3.0
89,2025-01-04 17:00:00,1667.24,777.51,12.0,3.0
90,2025-01-04 18:00:00,1642.1,0.0,12.0,3.0
91,2025-01-04 19:00:00,1652.27,0.0,12.0,3.0
92,2025-01-04 20:00:00,1727.89,0.0,12.0,3.0
93,2025-01-04 21:00:00,1136.13,0.0,12.0,3.0
94,2025-01-04 22:00:00,953.04,0.0,5.0,3.0
95,2025-01-04 23:00:00,983.79,0.0,5.0,3.0
96,2025-01-05 00:00:00,1109.9,0.0,5.0,3.0
97,2025-01-05 01:00:00,1162.39,0.0,5.0,3.0
98,2025-01-05 02:00:00,1035.2,0.0,5.0,3.0
99,2025-01-05 03:00:00,938.85,0.0,5.0,3.0
100,2025-01-05 04:00:00,903.76,0.0,5.0,3.0
101,2025-01-05 05:00:00,962.01,0.0,5.0,3.0
102,2025-01-05 06:00:00,1409.32,0.0,5.0,3.0
103,2025-01-05 07:00:00,1577.85,839.88,5.0,3.0
104,2025-01-05 08:00:00,1439.9,1571.8,5.0,3.0
105,2025-01-05 09:00:00,1436.03,1264.22,5.0,3.0
106,2025-01-05 10:00:00,1503.92,2293.84,5.0,3.0
107,2025-01-05 11:00:00,987.95,2006.19,5.0,3.0
108,2025-01-05 12:00:00,951.56,1663.49,5.0,3.0
109,2025-01-05 13:00:00,999.94,2179.36,5.0,3.0
110,2025-01-05 14:00:00,925.26,1966.35,5.0,3.0
111,2025-01-05 15:00:00,1007.29,2059.78,5.0,3.0
112,2025-01-05 16:00:00,1338.26,1339.28,5.0,3.0
113,2025-01-05 17:00:00,1639.65,879.41,12.0,3.0
114,2025-01-05 18:00:00,1661.88,0.0,12.0,3.0
115,2025-01-05 19:00:00,1776.19,0.0,12.0,3.0
116,2025-01-05 20:00:00,1728.56,0.0,12.0,3.0
117,2025-01-05 21:00:00,1011.39,0.0,12.0,3.0
118,2025-01-05 22:00:00,1001.03,0.0,5.0,3.0
119,2025-01-05 23:00:00,1014.99,0.0,5.0,3.0
120,2025-01-06 00:00:00,1195.58,0.0,5.0,3.0
121,2025-01-06 01:00:00,1260.25,0.0,5.0,3.0
122,2025-01-06 02:00:00,1136.17,0.0,5.0,3.0
123,2025-01-06 03:00:00,1074.35,0.0,5.0,3.0
124,2025-01-06 04:00:00,1071.0,0.0,5.0,3.0
125,2025-01-06 05:00:00,1223.8,0.0,5.0,3.0
126,2025-01-06 06:00:00,1908.28,0.0,5.0,3.0
127,2025-01-06 07:00:00,1797.22,836.3,5.0,3.0
128,2025-01-06 08:00:00,1655.17,1600.81,5.0,3.0
129,2025-01-06 09:00:00,1366.21,1869.12,5.0,3.0
130,2025-01-06 10:00:00,1346.2,1407.2,5.0,3.0
131,2025-01-06 11:00:00,1034.93,1693.4,5.0,3.0
132,2025-01-06 12:00:00,1136.14,2075.39,5.0,3.0
133,2025-01-06 13:00:00,1100.91,1685.12,5.0,3.0
134,2025-01-06 14:00:00,1008.7,1621.99,5.0,3.0
135,2025-01-06 15:00:00,1049.88,2076.8,5.0,3.0
136,2025-01-06 16:00:00,1319.7,1507.91,5.0,3.0
137,2025-01-06 17:00:00,1820.33,742.86,12.0,3.0
138,2025-01-06 18:00:00,1984.97,0.0,12.0,3.0
139,2025-01-06 19:00:00,1980.53,0.0,12.0,3.0
140,2025-01-06 20:00:00,1995.91,0.0,12.0,3.0
141,2025-01-06 21:00:00,1240.61,0.0,12.0,3.0
142,2025-01-06 22:00:00,1233.84,0.0,5.0,3.0
143,2025-01-06 23:00:00,1192.74,0.0,5.0,3.0
144,2025-01-07 00:00:00,1233.7,0.0,5.0,3.0
145,2025-01-07 01:00:00,1040.37,0.0,5.0,3.0
146,2025-01-07 02:00:00,1160.82,0.0,5.0,3.0
147,2025-01-07 03:00:00,1154.27,0.0,5.0,3.0
148,2025-01-07 04:00:00,1257.27,0.0,5.0,3.0
149,2025-01-07 05:00:00,1138.84,0.0,5.0,3.0
150,2025-01-07 06:00:00,1692.54,0.0,5.0,3.0
151,2025-01-07 07:00:00,1569.88,809.76,5.0,3.0
152,2025-01-07 08:00:00,1616.28,1455.46,5.0,3.0
153,2025-01-07 09:00:00,1431.0,2108.59,5.0,3.0
154,2025-01-07 10:00:00,1418.75,2622.05,5.0,3.0
155,2025-01-07 11:00:00,1096.18,2215.75,5.0,3.0
156,2025-01-07 12:00:00,1169.71,2546.76,5.0,3.0
157,2025-01-07 13:00:00,1106.54,1912.19,5.0,3.0
158,2025-01-07 14:00:00,1146.98,2017.91,5.0,3.0
159,2025-01-07 15:00:00,1172.14,2143.48,5.0,3.0
160,2025-01-07 16:00:00,1338.04,1361.5,5.0,3.0
161,2025-01-07 17:00:00,1987.19,897.83,12.0,3.0
162,2025-01-07 18:00:00,1960.18,0.0,12.0,3.0
163,2025-01-07 19:00:00,1959.02,0.0,12.0,3.0
164,2025-01-07 20:00:00,1989.21,0.0,12.0,3.0
165,2025-01-07 21:00:00,1076.02,0.0,12.0,3.0
166,2025-01-07 22:00:00,1177.02,0.0,5.0,3.0
167,2025-01-07 23:00:00,1028.51,0.0,5.0,3.0
168,2025-01-08 00:00:00,1184.85,0.0,5.0,3.0
169,2025-01-08 01:00:00,1051.39,0.0,5.0,3.0
170,2025-01-08 02:00:00,1169.49,0.0,5.0,3.0
171,2025-01-08 03:00:00,1171.73,0.0,5.0,3.0
172,2025-01-08 04:00:00,1139.8,0.0,5.0,3.0
173,2025-01-08 05:00:00,1156.79,0.0,5.0,3.0
174,2025-01-08 06:00:00,1881.96,0.0,5.0,3.0
175,2025-01-08 07:00:00,1799.8,755.29,5.0,3.0
176,2025-01-08 08:00:00,1558.55,1381.55,5.0,3.0
177,2025-01-08 09:00:00,1467.44,2102.05,5.0,3.0
178,2025-01-08 10:00:00,1433.46,2540.01,5.0,3.0
179,2025-01-08 11:00:00,1054.11,1720.97,5.0,3.0
180,2025-01-08 12:00:00,1031.52,1641.09,5.0,3.0
181,2025-01-08 13:00:00,1087.58,1993.53,5.0,3.0
182,2025-01-08 14:00:00,1110.6,1842.3,5.0,3.0
183,2025-01-08 15:00:00,1095.87,2157.63,5.0,3.0
184,2025-01-08 16:00:00,1587.1,1372.83,5.0,3.0
185,2025-01-08 17:00:00,1970.11,755.69,12.0,3.0
186,2025-01-08 18:00:00,1917.65,0.0,12.0,3.0
187,2025-01-08 19:00:00,1890.86,0.0,12.0,3.0
188,2025-01-08 20:00:00,1965.08,0.0,12.0,3.0
189,2025-01-08 21:00:00,1088.61,0.0,12.0,3.0
190,2025-01-08 22:00:00,1137.56,0.0,5.0,3.0
191,2025-01-08 23:00:00,1132.69,0.0,5.0,3.0
192,2025-01-09 00:00:00,1090.58,0.0,5.0,3.0
193,2025-01-09 01:00:00,1275.53,0.0,5.0,3.0
194,2025-01-09 02:00:00,1234.39,0.0,5.0,3.0
195,2025-01-09 03:00:00,1033.18,0.0,5.0,3.0
196,2025-01-09 04:00:00,1299.11,0.0,5.0,3.0
197,2025-01-09 05:00:00,1263.76,0.0,5.0,3.0
198,2025-01-09 06:00:00,1641.95,0.0,5.0,3.0
199,2025-01-09 07:00:00,1999.55,852.52,5.0,3.0
200,2025-01-09 08:00:00,1545.22,1343.0,5.0,3.0
201,2025-01-09 09:00:00,1396.33,1998.86,5.0,3.0
202,2025-01-09 10:00:00,1379.28,2483.34,5.0,3.0
203,2025-01-09 11:00:00,1007.23,1819.06,5.0,3.0
204,2025-01-09 12:00:00,1121.19,2335.3,5.0,3.0
205,2025-01-09 13:00:00,1169.88,2328.28,5.0,3.0
206,2025-01-09 14:00:00,1185.56,2037.57,5.0,3.0
207,2025-01-09 15:00:00,1167.6,2431.62,5.0,3.0
208,2025-01-09 16:00:00,1349.97,1581.73,5.0,3.0
209,2025-01-09 17:00:00,1926.0,761.79,12.0,3.0
210,2025-01-09 18:00:00,1946.92,0.0,12.0,3.0
211,2025-01-09 19:00:00,1941.98,0.0,12.0,3.0
212,2025-01-09 20:00:00,1996.04,0.0,12.0,3.0
213,2025-01-09 21:00:00,1183.46,0.0,12.0,3.0
214,2025-01-09 22:00:00,1016.35,0.0,5.0,3.0
215,2025-01-09 23:00:00,1184.89,0.0,5.0,3.0
216,2025-01-10 00:00:00,1012.71,0.0,5.0,3.0
217,2025-01-10 01:00:00,1265.24,0.0,5.0,3.0
218,2025-01-10 02:00:00,1212.87,0.0,5.0,3.0
219,2025-01-10 03:00:00,1051.94,0.0,5.0,3.0
220,2025-01-10 04:00:00,1027.52,0.0,5.0,3.0
221,2025-01-10 05:00:00,1055.06,0.0,5.0,3.0
222,2025-01-10 06:00:00,1990.01,0.0,5.0,3.0
223,2025-01-10 07:00:00,1818.2,759.94,5.0,3.0
224,2025-01-10 08:00:00,1973.01,1526.0,5.0,3.0
225,2025-01-10 09:00:00,1579.91,2223.26,5.0,3.0
226,2025-01-10 10:00:00,1359.38,2348.81,5.0,3.0
227,2025-01-10 11:00:00,1094.83,2259.0,5.0,3.0
228,2025-01-10 12:00:00,1055.62,1869.75,5.0,3.0
229,2025-01-10 13:00:00,1122.2,1909.79,5.0,3.0
230,2025-01-10 14:00:00,1081.76,2139.45,5.0,3.0
231,2025-01-10 15:00:00,1063.41,1699.14,5.0,3.0
232,2025-01-10 16:00:00,1489.65,1524.15,5.0,3.0
233,2025-01-10 17:00:00,1913.15,852.12,12.0,3.0
234,2025-01-10 18:00:00,1930.49,0.0,12.0,3.0
235,2025-01-10 19:00:00,1909.83,0.0,12.0,3.0
236,2025-01-10 20:00:00,1886.28,0.0,12.0,3.0
237,2025-01-10 21:00:00,1187.8,0.0,12.0,3.0
238,2025-01-10 22:00:00,1108.2,0.0,5.0,3.0
239,2025-01-10 23:00:00,1153.82,0.0,5.0,3.0
240,2025-01-11 00:00:00,1098.91,0.0,5.0,3.0
241,2025-01-11 01:00:00,1139.33,0.0,5.0,3.0
242,2025-01-11 02:00:00,1148.69,0.0,5.0,3.0
243,2025-01-11 03:00:00,1035.98,0.0,5.0,3.0
244,2025-01-11 04:00:00,1040.47,0.0,5.0,3.0
245,2025-01-11 05:00:00,1115.97,0.0,5.0,3.0
246,2025-01-11 06:00:00,1491.5,0.0,5.0,3.0
247,2025-01-11 07:00:00,1402.14,844.25,5.0,3.0
248,2025-01-11 08:00:00,1375.01,1444.71,5.0,3.0
249,2025-01-11 09:00:00,1232.28,2134.21,5.0,3.0
250,2025-01-11 10:00:00,1175.29,2590.16,5.0,3.0
251,2025-01-11 11:00:00,967.01,1585.83,5.0,3.0
252,2025-01-11 12:00:00,921.54,1387.06,5.0,3.0
253,2025-01-11 13:00:00,1079.18,2213.23,5.0,3.0
254,2025-01-11 14:00:00,1023.78,2012.13,5.0,3.0
255,2025-01-11 15:00:00,1015.36,2024.24,5.0,3.0
256,2025-01-11 16:00:00,1359.03,971.59,5.0,3.0
257,2025-01-11 17:00:00,1770.53,835.26,12.0,3.0
258,2025-01-11 18:00:00,1771.03,0.0,12.0,3.0
259,2025-01-11 19:00:00,1700.68,0.0,12.0,3.0
260,2025-01-11 20:00:00,1690.66,0.0,12.0,3.0
261,2025-01-11 21:00:00,921.61,0.0,12.0,3.0
262,2025-01-11 22:00:00,1103.94,0.0,5.0,3.0
263,2025-01-11 23:00:00,1017.12,0.0,5.0,3.0
264,2025-01-12 00:00:00,1026.72,0.0,5.0,3.0
265,2025-01-12 01:00:00,940.68,0.0,5.0,3.0
266,2025-01-12 02:00:00,948.85,0.0,5.0,3.0
267,2025-01-12 03:00:00,1144.92,0.0,5.0,3.0
268,2025-01-12 04:00:00,912.06,0.0,5.0,3.0
269,2025-01-12 05:00:00,962.87,0.0,5.0,3.0
270,2025-01-12 06:00:00,1481.43,0.0,5.0,3.0
271,2025-01-12 07:00:00,1571.98,570.01,5.0,3.0
272,2025-01-12 08:00:00,1729.61,1549.71,5.0,3.0
273,2025-01-12 09:00:00,1411.27,1826.15,5.0,3.0
274,2025-01-12 10:00:00,1301.98,2313.84,5.0,3.0
275,2025-01-12 11:00:00,1052.01,2152.95,5.0,3.0
276,2025-01-12 12:00:00,1053.36,1918.42,5.0,3.0
277,2025-01-12 13:00:00,1005.68,1908.9,5.0,3.0
278,2025-01-12 14:00:00,989.79,1581.54,5.0,3.0
279,2025-01-12 15:00:00,971.74,1535.52,5.0,3.0
280,2025-01-12 16:00:00,1233.9,1397.2,5.0,3.0
281,2025-01-12 17:00:00,1624.47,815.5,12.0,3.0
282,2025-01-12 18:00:00,1675.36,0.0,12.0,3.0
283,2025-01-12 19:00:00,1670.04,0.0,12.0,3.0
284,2025-01-12 20:00:00,1746.55,0.0,12.0,3.0
285,2025-01-12 21:00:00,1071.12,0.0,12.0,3.0
286,2025-01-12 22:00:00,1165.09,0.0,5.0,3.0
287,2025-01-12 23:00:00,1067.5,0.0,5.0,3.0
288,2025-01-13 00:00:00,1143.25,0.0,5.0,3.0
289,2025-01-13 01:00:00,1228.43,0.0,5.0,3.0
290,2025-01-13 02:00:00,1271.0,0.0,5.0,3.0
291,2025-01-13 03:00:00,1216.21,0.0,5.0,3.0
292,2025-01-13 04:00:00,1288.96,0.0,5.0,3.0
293,2025-01-13 05:00:00,1234.6,0.0,5.0,3.0
294,2025-01-13 06:00:00,1933.4,0.0,5.0,3.0
295,2025-01-13 07:00:00,1720.04,853.25,5.0,3.0
296,2025-01-13 08:00:00,1984.91,1429.41,5.0,3.0
297,2025-01-13 09:00:00,1593.5,1955.92,5.0,3.0
298,2025-01-13 10:00:00,1349.55,2369.79,5.0,3.0
299,2025-01-13 11:00:00,1097.94,2160.62,5.0,3.0
300,2025-01-13 12:00:00,1195.58,2187.63,5.0,3.0
301,2025-01-13 13:00:00,1016.96,1927.82,5.0,3.0
302,2025-01-13 14:00:00,1184.94,2411.94,5.0,3.0
303,2025-01-13 15:00:00,1074.54,2089.23,5.0,3.0
304,2025-01-13 16:00:00,1570.12,1591.24,5.0,3.0
305,2025-01-13 17:00:00,1973.09,880.16,12.0,3.0
306,2025-01-13 18:00:00,1809.79,0.0,12.0,3.0
307,2025-01-13 19:00:00,1971.63,0.0,12.0,3.0
308,2025-01-13 20:00:00,1800.9,0.0,12.0,3.0
309,2025-01-13 21:00:00,1154.39,0.0,12.0,3.0
310,2025-01-13 22:00:00,1203.19,0.0,5.0,3.0
311,2025-01-13 23:00:00,1008.88,0.0,5.0,3.0
312,2025-01-14 00:00:00,1120.41,0.0,5.0,3.0
313,2025-01-14 01:00:00,1268.69,0.0,5.0,3.0
314,2025-01-14 02:00:00,1201.48,0.0,5.0,3.0
315,2025-01-14 03:00:00,1071.3,0.0,5.0,3.0
316,2025-01-14 04:00:00,1255.83,0.0,5.0,3.0
317,2025-01-14 05:00:00,1104.41,0.0,5.0,3.0
318,2025-01-14 06:00:00,1926.67,0.0,5.0,3.0
319,2025-01-14 07:00:00,1698.47,895.88,5.0,3.0
320,2025-01-14 08:00:00,1593.8,1118.28,5.0,3.0
321,2025-01-14 09:00:00,1587.06,2249.44,5.0,3.0
322,2025-01-14 10:00:00,1418.54,2206.3,5.0,3.0
323,2025-01-14 11:00:00,1114.97,2104.51,5.0,3.0
324,2025-01-14 12:00:00,1119.04,2116.6,5.0,3.0
325,2025-01-14 13:00:00,1099.38,1882.98,5.0,3.0
326,2025-01-14 14:00:00,1013.43,1542.01,5.0,3.0
327,2025-01-14 15:00:00,1090.66,1969.41,5.0,3.0
328,2025-01-14 16:00:00,1468.15,1583.99,5.0,3.0
329,2025-01-14 17:00:00,1908.17,897.79,12.0,3.0
330,2025-01-14 18:00:00,1847.02,0.0,12.0,3.0
331,2025-01-14 19:00:00,1905.91,0.0,12.0,3.0
332,2025-01-14 20:00:00,1948.46,0.0,12.0,3.0
333,2025-01-14 21:00:00,1177.22,0.0,12.0,3.0
334,2025-01-14 22:00:00,1196.03,0.0,5.0,3.0
335,2025-01-14 23:00:00,1089.81,0.0,5.0,3.0
336,2025-01-15 00:00:00,1072.41,0.0,5.0,3.0
337,2025-01-15 01:00:00,1096.75,0.0,5.0,3.0
338,2025-01-15 02:00:00,1046.63,0.0,5.0,3.0
339,2025-01-15 03:00:00,1262.29,0.0,5.0,3.0
340,2025-01-15 04:00:00,1084.97,0.0,5.0,3.0
341,2025-01-15 05:00:00,1168.45,0.0,5.0,3.0
342,2025-01-15 06:00:00,1895.99,0.0,5.0,3.0
343,2025-01-15 07:00:00,1738.13,857.01,5.0,3.0
344,2025-01-15 08:00:00,1907.32,1595.86,5.0,3.0
345,2025-01-15 09:00:00,1374.07,1845.85,5.0,3.0
346,2025-01-15 10:00:00,1561.17,2406.79,5.0,3.0
347,2025-01-15 11:00:00,1086.59,1793.1,5.0,3.0
348,2025-01-15 12:00:00,1020.6,1822.76,5.0,3.0
349,2025-01-15 13:00:00,1013.11,2124.88,5.0,3.0
350,2025-01-15 14:00:00,1062.51,1767.76,5.0,3.0
351,2025-01-15 15:00:00,1076.9,1659.3,5.0,3.0
352,2025-01-15 16:00:00,1382.81,1464.71,5.0,3.0
353,2025-01-15 17:00:00,1883.32,509.7,12.0,3.0
354,2025-01-15 18:00:00,1972.55,0.0,12.0,3.0
355,2025-01-15 19:00:00,1897.9,0.0,12.0,3.0
356,2025-01-15 20:00:00,1866.62,0.0,12.0,3.0
357,2025-01-15 21:00:00,1129.4,0.0,12.0,3.0
358,2025-01-15 22:00:00,1234.17,0.0,5.0,3.0
359,2025-01-15 23:00:00,1252.36,0.0,5.0,3.0
360,2025-01-16 00:00:00,1078.1,0.0,5.0,3.0
361,2025-01-16 01:00:00,1096.75,0.0,5.0,3.0
362,2025-01-16 02:00:00,1072.74,0.0,5.0,3.0
363,2025-01-16 03:00:00,1143.96,0.0,5.0,3.0
364,2025-01-16 04:00:00,1204.98,0.0,5.0,3.0
365,2025-01-16 05:00:00,1068.48,0.0,5.0,3.0
366,2025-01-16 06:00:00,1665.37,0.0,5.0,3.0
367,2025-01-16 07:00:00,1730.38,760.91,5.0,3.0
368,2025-01-16 08:00:00,1523.69,1599.03,5.0,3.0
369,2025-01-16 09:00:00,1303.7,1160.2,5.0,3.0
370,2025-01-16 10:00:00,1344.25,2262.21,5.0,3.0
371,2025-01-16 11:00:00,1113.84,1890.15,5.0,3.0
372,2025-01-16 12:00:00,1000.95,1707.14,5.0,3.0
373,2025-01-16 13:00:00,1032.55,2027.25,5.0,3.0
374,2025-01-16 14:00:00,1050.85,1986.03,5.0,3.0
375,2025-01-16 15:00:00,1120.68,2295.97,5.0,3.0
376,2025-01-16 16:00:00,1625.26,1599.74,5.0,3.0
377,2025-01-16 17:00:00,1920.15,809.24,12.0,3.0
378,2025-01-16 18:00:00,1863.53,0.0,12.0,3.0
379,2025-01-16 19:00:00,1869.3,0.0,12.0,3.0
380,2025-01-16 20:00:00,1803.81,0.0,12.0,3.0
381,2025-01-16 21:00:00,1049.65,0.0,12.0,3.0
382,2025-01-16 22:00:00,1217.55,0.0,5.0,3.0
383,2025-01-16 23:00:00,1212.43,0.0,5.0,3.0
384,2025-01-17 00:00:00,1221.57,0.0,5.0,3.0
385,2025-01-17 01:00:00,1095.15,0.0,5.0,3.0
386,2025-01-17 02:00:00,1267.01,0.0,5.0,3.0
387,2025-01-17 03:00:00,1178.15,0.0,5.0,3.0
388,2025-01-17 04:00:00,1037.81,0.0,5.0,3.0
389,2025-01-17 05:00:00,1043.12,0.0,5.0,3.0
390,2025-01-17 06:00:00,1846.55,0.0,5.0,3.0
391,2025-01-17 07:00:00,1995.89,465.94,5.0,3.0
392,2025-01-17 08:00:00,1996.54,1375.64,5.0,3.0
393,2025-01-17 09:00:00,1658.92,2041.29,5.0,3.0
394,2025-01-17 10:00:00,1548.72,2160.28,5.0,3.0
395,2025-01-17 11:00:00,1118.91,2198.68,5.0,3.0
396,2025-01-17 12:00:00,1167.25,2082.92,5.0,3.0
397,2025-01-17 13:00:00,1046.26,2165.56,5.0,3.0
398,2025-01-17 14:00:00,1122.15,1814.38,5.0,3.0
399,2025-01-17 15:00:00,1135.52,1721.33,5.0,3.0
400,2025-01-17 16:00:00,1603.37,1473.09,5.0,3.0
401,2025-01-17 17:00:00,1902.92,823.17,12.0,3.0
402,2025-01-17 18:00:00,1904.05,0.0,12.0,3.0
403,2025-01-17 19:00:00,1977.93,0.0,12.0,3.0
404,2025-01-17 20:00:00,1879.0,0.0,12.0,3.0
405,2025-01-17 21:00:00,1204.77,0.0,12.0,3.0
406,2025-01-17 22:00:00,1044.81,0.0,5.0,3.0
407,2025-01-17 23:00:00,1288.46,0.0,5.0,3.0
408,2025-01-18 00:00:00,948.18,0.0,5.0,3.0
409,2025-01-18 01:00:00,953.88,0.0,5.0,3.0
410,2025-01-18 02:00:00,1131.93,0.0,5.0,3.0
411,2025-01-18 03:00:00,1146.4,0.0,5.0,3.0
412,2025-01-18 04:00:00,957.28,0.0,5.0,3.0
413,2025-01-18 05:00:00,1026.85,0.0,5.0,3.0
414,2025-01-18 06:00:00,1680.07,0.0,5.0,3.0
415,2025-01-18 07:00:00,1582.66,867.38,5.0,3.0
416,2025-01-18 08:00:00,1702.33,1368.2,5.0,3.0
417,2025-01-18 09:00:00,1495.43,2159.15,5.0,3.0
418,2025-01-18 10:00:00,1205.95,2529.93,5.0,3.0
419,2025-01-18 11:00:00,904.17,1413.25,5.0,3.0
420,2025-01-18 12:00:00,1029.48,2064.78,5.0,3.0
421,2025-01-18 13:00:00,957.44,1745.71,5.0,3.0
422,2025-01-18 14:00:00,973.65,1570.39,5.0,3.0
423,2025-01-18 15:00:00,984.18,1821.45,5.0,3.0
424,2025-01-18 16:00:00,1311.88,969.06,5.0,3.0
425,2025-01-18 17:00:00,1743.22,908.4,12.0,3.0
426,2025-01-18 18:00:00,1663.85,0.0,12.0,3.0
427,2025-01-18 19:00:00,1778.59,0.0,12.0,3.0
428,2025-01-18 20:00:00,1670.06,0.0,12.0,3.0
429,2025-01-18 21:00:00,954.56,0.0,12.0,3.0
